id,PositionFormattedDescription,DepartmentName,PositionURI,PositionTitle,JobCategory,OrganizationName,JobGrade,PositionStartDate,ApplicationCloseDate,PositionLocationDisplay,ApplyURI,QualificationSummary,PositionOfferingType,PositionSchedule,PublicationStartDate,PositionID,PositionEndDate
182,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759344600,Medical Technologist,Clinical Laboratory Science,Veterans Health Administration,GS,2023-11-06T18:01:03.7000,2024-01-31T23:59:59.9970,"Jackson, Mississippi",https://www.usajobs.gov:443/GetJob/ViewDetails/759344600?PostingChannelID=,"Applicants pending the completion of educational or certification/licensure requirements may be referred and tentatively selected but may not be hired until all requirements are met. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. English Language Proficiency. MTs must be proficient in spoken and written English. Education and/or Experience Combination: (1) A bachelor's degree or higher from an accredited college or university in medical laboratory science, medical technology, clinical laboratory science or in a related science (e.g., laboratory sciences such as chemistry, biochemistry, biology, microbiology, immunology, etc.). AND, Completion of a medical technology clinical practice program. Clinical practice programs completed after 1974 must have been accredited by the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS), Commission on Accreditation of Allied Health Education Programs (CAAHEP, formerly CAHEA), or the Accrediting Bureau of Health Education Schools (ABHES). The professional curriculum may have consisted of a post-baccalaureate certificate program or be integrated into a four-year program of study that culminated in a baccalaureate degree. OR, (2) A bachelor's degree from an accredited college/university, including 16 semester hours of biological science (with one course in microbiology), 16 semester hours of chemistry (with one course in organic or biochemistry) and one course in mathematics, AND, Two years of post-certification clinical laboratory experience (e.g., blood banking, chemistry, hematology, microbiology, immunology, clinical microscopy, etc.) within the last ten years as a certified Medical Laboratory Technician by the American Society for Clinical Pathology Board of Certification (ASCP-BOC), American Society of Clinical Pathology Board of Registry (ASCP-BOR) or American Medical Technologists (AMT). This experience must include performing moderate and/or high complexity testing in blood banking, chemistry, hematology, microbiology immunology and clinical microscopy (or categorical experience which matches categorical certification) in a clinical laboratory. OR, (3) A bachelor's degree from an accredited college/university, including 16 semester hours of biological science (with one course in microbiology), 16 semester hours of chemistry (with one course in organic or biochemistry) and one course in mathematics, AND, Five years of clinical laboratory experience within the last ten years performing moderate and/or high complexity testing in blood banking, chemistry, hematology, microbiology, immunology and clinical microscopy (or categorical experience which matches categorical certification) in a clinical laboratory. Certification. Candidates must have either (1) or (2) below: (1) Candidates must currently possess the appropriate certification as a MT, MLS, or CLS given by the ASCP-BOC, ASCP-BOR, or AMT. (2) For positions up to the full performance level, candidates must currently possess the categorical or specialist technologist level certification from the certification agencies listed above, such as, but not limited to, chemistry (C/SC), hematology (H/SH), microbiology (M/SM), molecular biology (MB/SMB) and blood bank (BB/SBB). Technologists with categorical or specialist certifications may only perform duties within the area of the laboratory specific to their categorical certification (e. g., an individual with a chemistry (C) certification can only perform duties in chemistry). May qualify based on being covered by the Grandfathering Provision as described in the VA Qualification Standard for this occupation (only applicable to current VHA employees who are in this occupation and meet the criteria). Grade Determinations: GS-7 Experience: None beyond the basic requirements. Grade Determinations: GS-9 Experience. Must have 1 year of creditable experience equivalent to the next lower grade level, which is directly related to the position to be filled. OR, Education. Must have Master's degree or 2 academic years of progressively higher-level graduate education in medical technology or directly related field. In addition to the experience or education above, the candidate's resume must demonstrate the following KSAs: Comprehensive knowledge of professional MT principles, practices, concepts and theories providing for sound independent work. Comprehensive knowledge of laboratory quality control and assurance procedures and principles of performance improvement in order to manage reagent and supply inventories and document control systems. Knowledge of laboratory equipment and ability to maintain, troubleshoot and repair instrumentation. Ability to plan, organize, set priorities, work as a team member and effectively complete assignments. Ability to use independent technical judgment to analyze and interpret laboratory results. Ability to read, interpret and apply complex written instructions. Skilled in informatics, laboratory data flow and the understanding of laboratory processes. Ability to communicate, consult and interact with other members of the healthcare team, external relations, customer service and patient education. Preferred Experience. N/A References: VA HANDBOOK 5005/72 PART II APPENDIX G24 The full performance level of this vacancy is GS-9. The actual grade at which an applicant may be selected for this vacancy is in the range of GS-7 to GS-9. Physical Requirements: The incumbent must be able to perform moderate lifting up to 20 lbs., straight pulling, pushing, reaching above the shoulder, use of fingers and both hands, walking, standing for up to 4 hours, kneeling, repeated bending, use of both arms and legs. Specific visual requirements include use of eyes, depth perception, ability to distinguish colors and shades of colors, hearing (aids permitted) clear, high cognitive function and emotional stability, ability to read ordinary type without eye strain.",,,2023-11-06T18:01:03.7000,CBST-12179782-24-RC,2024-01-31T23:59:59.9970
183,Dynamic Teaser,Department of the Air Force,https://www.usajobs.gov:443/GetJob/ViewDetails/759345300,AIRCRAFT MECHANIC,Aircraft Mechanic,Air National Guard Units,WG,2023-11-06T18:04:32.7430,2023-12-06T23:59:59.9970,"Elmendorf AFB, Alaska",https://www.usajobs.gov:443/GetJob/ViewDetails/759345300?PostingChannelID=,"GENERAL EXPERIENCE is experience or training that has provided the candidate with the skill to remove and replace aircraft parts, accessories, and components, and to make adjustments and settings according to established specifications. Must be skilled in the use of hand tools and test equipment. SPECIALIZED EXPERIENCE is experience which is directly related to the position to be filled and which has equipped you with the particular knowledge, skills and abilities to successfully perform the duties of this position. WG-12- At least 18 months of experience or training installing, adjusting, aligning, troubleshooting, and functionally testing the various major and minor mechanical and pneudraulic systems on an aircraft during overhaul or modification. Experience coordinating the work of other mechanics, and scheduling maintenance to ensure completion of critical actions and optimum workflow. Must have the ability to instruct lower graded mechanics, military and other personnel in the disassembly and re-assembly of crash damaged engines, transmissions, gearboxes, hydraulic components, and fuel controls sufficient for the exhibit to be returned to its shipping container. In addition to journey-level experience or training equivalent to or exceeding the WG-10 grade level, experience in performing duties as a dedicated crew chief. Experience in performing, coordinating, and/or overseeing the work and any periodic inspections to be done on an aircraft whether it is alone, or with the assistance of other mechanics and/or workers. Experience in coordinating the work of other journey-level workers in other trades to work simultaneously on the aircraft. Experience serving as the technical authority to advise on, examine, and approve all airframe, mechanical, electrical, and pneudraulic repairs of assigned aircraft. EXPERIENCE REQUIREMENTS: Resume must have complete dates and hours worked per week for each occurrence of both civilian and military employment (Example: 2 JAN 1980 to 3 MAR 1981; 0800-1630 M-F or JAN 1980 to MAR 1981; 40 hrs/wk) Use of year only will result in disqualification. The duties listed must fully substantiate -in your own words- that you meet the minimum requirements and specialized experience listed above, in detail; otherwise, you will not be considered qualified for this position. Length of time is not of itself qualifying. Your experience will be evaluated on the basis of duties performed. Your record of experience and/or training must show possession of the knowledge, skills and abilities needed to fully perform the duties of the position.",,,2023-11-06T18:04:32.7430,AK-12198868-AF-24-015-B,2023-12-06T23:59:59.9970
184,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759346900,Social Worker Program Coordinator (Intimate Partner Violence Program),Social Work,Veterans Health Administration,GS,2023-11-06T00:00:00.0000,2023-12-18T23:59:59.9970,"Walla Walla, Washington",https://www.usajobs.gov:443/GetJob/ViewDetails/759346900?PostingChannelID=,"To qualify for this position, applicants must meet all requirements within 30 days of the closing date of this announcement. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. English Language Proficiency: Candidates must be proficient in spoken and written English to be appointed as authorized by 38 U.S.C. § 7403(f). Education: Have a master's degree in social work from a school of social work fully accredited by the Council on Social Work Education (CSWE). Graduates of schools of social work that are in candidacy status do not meet this requirement until the School of Social Work is fully accredited. A doctoral degree in social work may not be substituted for the master's degree in social work. Verification of the degree can be made by going to http://www.cswe.org/Accreditation to verify that the social work degree meets the accreditation standards for a masters of social work. Licensure: Persons hired or reassigned to social worker positions in the GS-0185 series in VHA must be licensed or certified by a state to independently practice social work at the master's degree level. Current state requirements may be found by going to http://vaww.va.gov/OHRM/T38Hybrid/. May qualify based on being covered by the Grandfathering Provision as described in the VA Qualification Standard for this occupation (only applicable to current VHA employees who are in this occupation and meet the criteria). Grade Determinations: GS-12 Social Worker Program Coordinator Experience and Education: One year of experience equivalent to the GS-11 grade level. Experience must demonstrate possession of advanced practice skills and judgment, demonstrating progressively more professional competency. Candidate may have certification or other post-master's degree training from a nationally recognized professional organization or university that includes a defined curriculum/course of study and internship, or equivalent supervised professional experience. Licensure/Certification: Individuals assigned as social worker program coordinator must be licensed or certified at the advanced practice level, and must be able to provide supervision for licensure. Demonstrated Knowledge, Skills, and Abilities. In addition to the experience above, the candidate must demonstrate all of the following KSAs: (a) Knowledge of program coordination and administration which includes consultation, negotiation, and monitoring. (b) Knowledge and ability to write policies, procedures, and/or practice guidelines for the program. (c) Ability to supervise multidisciplinary staff assigned to the program. (d) Skill in organizing work, setting priorities, meeting multiple deadlines, and evaluating assigned program area(s). (e) Ability to provide training, orientation, and guidance within clinical practice. References: VHA Handbook 5005, Part II, Appendix G39, Qualifications for Social Workers The full performance level of this vacancy is GS-12. Physical Requirements: use of fingers, both hands required, operation of a motor vehicle, ability to see computer screen, hearing (aid may be permitted), environmental exposure to silica/asbestos/etc, working closely with others, working alone.",,,2023-11-06T00:00:00.0000,CBSV-12195500-24-MLY,2023-12-18T23:59:59.9970
185,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759347300,Social Worker Program Coordinator (Intimate Partner Violence Program),Social Work,Veterans Health Administration,GS,2023-11-06T00:00:00.0000,2023-12-18T23:59:59.9970,"Walla Walla, Washington",https://www.usajobs.gov:443/GetJob/ViewDetails/759347300?PostingChannelID=,"To qualify for this position, applicants must meet all requirements within 30 days of the closing date of this announcement. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. English Language Proficiency: Candidates must be proficient in spoken and written English to be appointed as authorized by 38 U.S.C. § 7403(f). Education: Have a master's degree in social work from a school of social work fully accredited by the Council on Social Work Education (CSWE). Graduates of schools of social work that are in candidacy status do not meet this requirement until the School of Social Work is fully accredited. A doctoral degree in social work may not be substituted for the master's degree in social work. Verification of the degree can be made by going to http://www.cswe.org/Accreditation to verify that the social work degree meets the accreditation standards for a masters of social work. Licensure: Persons hired or reassigned to social worker positions in the GS-0185 series in VHA must be licensed or certified by a state to independently practice social work at the master's degree level. Current state requirements may be found by going to http://vaww.va.gov/OHRM/T38Hybrid/. May qualify based on being covered by the Grandfathering Provision as described in the VA Qualification Standard for this occupation (only applicable to current VHA employees who are in this occupation and meet the criteria). Grade Determinations: GS-12 Social Worker Program Coordinator Experience and Education: One year of experience equivalent to the GS-11 grade level. Experience must demonstrate possession of advanced practice skills and judgment, demonstrating progressively more professional competency. Candidate may have certification or other post-master's degree training from a nationally recognized professional organization or university that includes a defined curriculum/course of study and internship, or equivalent supervised professional experience. Licensure/Certification: Individuals assigned as social worker program coordinator must be licensed or certified at the advanced practice level, and must be able to provide supervision for licensure. Demonstrated Knowledge, Skills, and Abilities. In addition to the experience above, the candidate must demonstrate all of the following KSAs: (a) Knowledge of program coordination and administration which includes consultation, negotiation, and monitoring. (b) Knowledge and ability to write policies, procedures, and/or practice guidelines for the program. (c) Ability to supervise multidisciplinary staff assigned to the program. (d) Skill in organizing work, setting priorities, meeting multiple deadlines, and evaluating assigned program area(s). (e) Ability to provide training, orientation, and guidance within clinical practice. References: VHA Handbook 5005, Part II, Appendix G39, Qualifications for Social Workers The full performance level of this vacancy is GS-12. Physical Requirements: use of fingers, both hands required, operation of a motor vehicle, ability to see computer screen, hearing (aid may be permitted), environmental exposure to silica/asbestos/etc, working closely with others, working alone.",,,2023-11-06T00:00:00.0000,CBSV-12195268-24-MLY,2023-12-18T23:59:59.9970
186,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759347800,Nurse (Residential Rehab Treatment Program),Nurse,Veterans Health Administration,VN,2023-11-06T00:00:00.0000,2023-12-11T23:59:59.9970,"White City, Oregon",https://www.usajobs.gov:443/GetJob/ViewDetails/759347800?PostingChannelID=,"Applicants pending the completion of educational or certification/licensure requirements may be referred and tentatively selected but may not be hired until all requirements are met. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. English Language Proficiency. In accordance with 38 U.S.C. 7402(d), no person shall serve in direct patient care positions unless they are proficient in basic written and spoken English. Graduate of a school of professional nursing approved by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education in Nursing (ACEN) or The Commission on Collegiate Nursing Education (CCNE). The approving official may authorize a waiver of the requirement for ACEN or CCNE accreditation of any degree in nursing provided the college or university has regional accreditation from an accrediting body recognized by the Department of Education at the time of the candidate's graduation and the composite qualifications of the applicant warrant such consideration. In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. OR The completion of coursework equivalent to a nursing degree in a MSN Bridge Program that qualifies for professional nursing registration constitutes the completion of an approved course of study of professional nursing. Students should submit the certificate of professional nursing to sit for the NCLEX to the VA along with a copy of the MSN transcript. (Reference VA Handbook 5005, Appendix G6) OR In cases of graduates of foreign schools of professional nursing, possession of a current, full, active and unrestricted registration will meet the requirement for graduation from an approved school of professional nursing. Current, full, active, and unrestricted registration as a graduate professional nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. Preferred Experience: Experience with behavioral health units and providing groups preferred. Grade Determinations: The following criteria must be met in determining the grade assignment of candidates, and if appropriate, the level within a grade: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, with no additional nursing practice/experience required. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of nursing practice/experience; OR an ADN or Diploma in Nursing and a bachelor's degree in a related field with no additional nursing practice/experience; OR a Bachelor's of Science in Nursing (BSN) with no additional nursing practice/experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of nursing practice/experience; OR an ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 1-2 years of nursing practice/experience; OR a BSN with approximately 1-2 years of nursing practice/experience; OR a Master's degree in nursing (MSN) or related field with a BSN and no additional nursing practice/experience. Nurse II - A BSN with approximately 2-3 years of nursing practice/experience; OR ADN or Diploma in Nursing and a Bachelor's degree in a related field and approximately 2-3 years of nursing practice/experience; OR a Master's degree in nursing or related field with a BSN and approximately 1-2 years of nursing practice/experience; OR a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no additional nursing practice/experience required. Nurse III - Master's degree in nursing or related field with BSN and approximately 2-3 years of nursing practice/experience; OR a Doctoral degree and approximately 2-3 years of nursing practice/experience. Note regarding MSN degrees: If your MSN was obtained via a Bridge Program that qualifies for professional nursing registration, a BSN is not required. Reference: VA Regulations, specifically VA Handbook 5005, Part II, Appendix G-6 Nurse Qualification Standard. This can be found in the local Human Resources Office. Physical Requirements: Heavy lifting, 45 pounds and over, Light carrying, under 15 pounds, Walking (2 hours), Standing (2 hours), Repeated bending (variable hours), Both legs required, Ability for rapid mental and muscular coordination simultaneously, See Computer Screen, Hearing (aid may be permitted) Environmental Requirements: Silica, asbestos, etc.; Working closely with others, Working alone, Protracted or irregular hours of work",,,2023-11-06T00:00:00.0000,CBSV-12171855-24-MBM,2023-12-11T23:59:59.9970
187,Dynamic Teaser,Department of the Navy,https://www.usajobs.gov:443/GetJob/ViewDetails/759347900,ADMINISTRATIVE/TECHNICAL SPECIALIST,Management And Program Analysis,Naval Sea Systems Command,NT,2023-11-07T00:00:00.0000,2024-05-06T23:59:59.9970,"Port Hueneme, California",https://www.usajobs.gov:443/GetJob/ViewDetails/759347900?PostingChannelID=,"Your resume must also demonstrate at least one year of specialized experience at or equivalent to the NT-04 (GS-11/12 equivalent) pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: applying analytical and evaluative methods to oversee the development, management, and optimization of administrative and operational functions in the execution of business operations of an organization. Additional qualification information can be found from the following Office of Personnel Management website: General Schedule Qualification Standards (opm.gov) Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment.",,,2023-11-07T00:00:00.0000,ST-12196695-24-CJW,2024-05-06T23:59:59.9970
188,Dynamic Teaser,Department of the Army,https://www.usajobs.gov:443/GetJob/ViewDetails/759348900,PAINTER,Painting,Army National Guard Units,WG,2023-11-06T18:36:59.5870,2023-12-06T23:59:59.9970,"Kapolei, Hawaii",https://www.usajobs.gov:443/GetJob/ViewDetails/759348900?PostingChannelID=,"If your resume does not include a narrative description of how you meet the GENERAL, SPECIALIZED experiences, and OTHER requirements, you may lose consideration for this position. Ensure that the Questionnaire is completed on Application Manager. GENERAL EXPERIENCE: Experience or training which demonstrates the candidate's knowledge of surface preparation (removal of rust, dirt, paint, etc.); coating methods (brushing, rolling, and spraying); and coating materials (paints, varnishes, shellacs, etc.). Must have the ability to use tools and equipment associated with the painting trade and to read and interpret directions. SPECIALIZED EXPERIENCE: Must have 18 months experience or training which demonstrates the candidate's knowledge of any surface preparation and coating methods and techniques. Skill in building up, shaping, and leveling surfaces with metal and synthetic resins, plastics, and patching compounds; obtain finely smoothed surfaces with abrasive compounds, pumice, and rottenstone; even out dents and scars by burning-in processes; and treat surfaces with pre-coating agents. PHYSICAL EFFORT: Work is performed from ladders, scaffolds, and platforms and in cramped and hard-to­ reach places. Work requires standing, stooping, bending, kneeling, climbing, and working in tiring and uncomfortable positions. There is frequent lifting, carrying, and setting up of materials and equipment that weigh up 10 pounds. Occasionally, materials and equipment may weigh 40 pounds and over. WORKING CONDITIONS: Work is performed inside and outside, where dirt, spray, and fumes are usually present. May be required to prepare and coat surfaces outside in bad weather. Required to wear protective equipment and clothing that are sometimes heavy and uncomfortable. Frequently exposed to the possibility of cuts and bruises and occasionally exposed to the possibility of broken bones. CONDITIONS OF EMPLOYMENT & NOTES: 1. Must be able to obtain and maintain the appropriate security clearance of the position. 2. This position is covered by the Domestic Violence Misdemeanor Amendment (30 Sep 96) of the Gun Control Act (Lautenberg Amendment) of 1968. An individual convicted of a qualifying crime of domestic violence may not perform the duties of this position. 3. Ability to establish effective professional working relationships with coworkers and customers, contributing to a cooperative working environment and successful accomplishment of the mission. 4. Irregular and/or overtime (compensatory) hours may be required to support operational requirements or contingencies or may be required to work hours outside of the normal duty day. 5. The duties and responsibilities of your job may significantly impact the environment. You are responsible to maintain awareness of your environmental responsibilities as dictated by legal and regulatory requirements, your organization, and its changing mission. MILITARY TECHNICIAN COMPATIBILITY POSITION: Prior to placement in this position, the selected applicant must be assigned to an appropriate military position and must meet the definition of a dual status technician in accordance with 32 U S C 709. NOTES TO CANDIDATES: a. Situations of inversion of military rank are not permitted, i.e., a military technician may not be militarily senior to his or her full-time supervisor. b. Authorization for payment of PCS expenses will be granted only after determination is made that payment is in the best interest of the Hawaii National Guard. c. In addition to your application, documents of last performance appraisal, past civilian performance, letter of recommendations, and or military performance may be submitted. d. Candidates may be screened and evaluated on military attributes directly related to the compatible military position required to be assigned into, such as, but not limited to, military bearing, leadership, or ability to work with others (teamwork) in a military environment. e. Include any volunteer work experience in your resume. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional, philanthropic, religious, spiritual, community, student, social). f. Final selection will be based upon qualifications, suitability, and available manpower resources. g. This employer will provide the Social Security Administration (SSA) and if necessary, the Department of Homeland Security (DHS) with information from each new employee's Form I-9 to confirm work authorization. h. Financial Suitability - It is the policy of the government not to deny employment simply because an individual has been unemployed or has had financial difficulties that have arisen through no fault of the individual. Information about an individual's employment experience will be used only to determine the person's qualifications and to assess his or her relative level of knowledge, skills, and abilities. Although an individual's personal conduct may be relevant in any employment decision, including conduct during periods of unemployment or evidence of dishonesty in handling financial matters, financial difficulty that has arisen through no fault of the individual will generally not itself be the basis of an unfavorable suitability or fitness determination. i. Eligibles on this list will be given automatic consideration for position vacancies occurring during the six months period following the close of this announcement. j. Selectee may be scheduled for formal training at the Professional Education Center (PEC) within the first six months of employment. Unless there are extenuating circumstances, failure to complete National Guard Bureau prescribed courses at PEC within the first year of employment, may be cause for reassignment to other full-time positions or termination of employment.",,,2023-11-06T18:36:59.5870,HI-12197164-AR-24-012,2023-12-06T23:59:59.9970
189,Dynamic Teaser,Department of Justice,https://www.usajobs.gov:443/GetJob/ViewDetails/759349100,Secretary (Warden's Secretary),Secretary,"Justice, Bureau of Prisons/Federal Prison System",GL,2023-11-06T18:50:10.5930,2023-11-29T23:59:59.9970,"Aliceville, Alabama",https://www.usajobs.gov:443/GetJob/ViewDetails/759349100?PostingChannelID=,"To be considered for the position, you must meet the following qualification requirements: Education: GL-07 and GL-08: As a general rule, education is not creditable above GL-05 for most positions covered by this standard; however, graduate education may be credited in those few instances where the graduate education is directly related to the work of the position. OR Experience: GL-07 and GL-08: You must have at least one year of specialized experience equivalent in difficulty and complexity to the next lower grade level in federal service. To be creditable, this experience must have equipped the applicant with the particular qualifications to perform successfully the duties of the position, and must typically be in or related to the position to be filled. Some examples of this qualifying experience are: GL-07: Experience reviewing incoming correspondence and reports and routing to the appropriate staff member or supervisor for action. Reviewing outgoing correspondence and reports for content, grammatical accuracy and conformance to established standards. Experience screening and referring telephone calls and visitors to staff members or supervisors, scheduling appointments and making commitments for supervisor, making travel and conference arrangements. Experience responding to fluctuating workloads and advising individuals on clerical and administrative procedures. Experience handling requests for information and resolving problems, meeting and dealing with all levels of government, private sector and/or the public. GL-08: Experience screening telephone calls and visitors to the office, referring to staff members and forwarding to the supervisor only those calls or visitors requiring that person's attention. Scheduling appointments and making commitments for the supervisor to attend meetings, luncheons, etc, without prior approval. Experience reading all incoming correspondence, determining proper action, at times preparing answers before referring to the supervisor. Reviewing outgoing correspondence and reports prepared by professional employees in the organization, ensuring proper format, mathematical correctness, correct grammatical content, and ascertaining that all necessary coordination of facts has been completed and is in accordance with established policy. Experience explaining non-technical policies and procedures promulgated by the office after obtaining clarification from source, making recommendations and decisions in establishing priorities among actions on administrative matters requested by various employees or organizations. Experience managing an office budget, taking and distributing minutes of meetings, instructing and assists other secretaries on procedural matters such as the correct procedures to follow in preparing correspondence and preparing correspondence for the supervisor's signature. NOTE: Experience that would not normally be part of the Federal employee's position is creditable when documented by satisfactory evidence (e.g., a memorandum from the manager, Human Resource Manager, SF-52, etc.). If applicable, credit will be given for paid and unpaid experience. To receive proper credit, you must show the actual time (such as the number of hours worked per week) spent in activities. **Your eligibility for consideration will be based on your responses to the questions in the application.**",,,2023-11-06T18:50:10.5930,ALI-2024-0006,2023-11-29T23:59:59.9970
190,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759349600,Housekeeping Aid,Custodial Working,Veterans Health Administration,WG,2023-11-06T18:44:51.4270,2024-09-27T23:59:59.9970,Multiple Locations,https://www.usajobs.gov:443/GetJob/ViewDetails/759349600?PostingChannelID=,"To qualify for this position, applicants must meet all requirements by the closing date of this announcement. EXPERIENCE: A specific length of training and experience is not required, but you must show evidence of training or experience of sufficient scope and quality of your ability to do the work of this position. Evidence which demonstrates you possess the knowledge, skills, and ability to perform the duties of this position must be supported by detailed descriptions of such on your resume. Applicants will be rated in accordance with the OPM Federal Wage System Qualification Standards. Knowledge of a variety of special cleaning and sanitizing solutions to remove different kinds of stains from a variety of surfaces. Ability to operate, adjust, and clean heavy power cleaning equipment: and to use common cleaning tools and lightweight cleaning equipment such as vacuum cleaners, buffers, and floor scrubbers. SCREEN-OUT ELEMENT: Your qualifications will first be evaluated against the prescribed screen out element, which usually appears as question 1 in the on-line questionnaire. Those applicants who appear to possess at least the minimal acceptable qualification requirement are considered for further rating; those who do not are rated ineligible and are eliminated. The potential eligibles are then rated against the remainder of the Job Elements: Dexterity and Safety Follow Directions Handle Weights and Loads Reliability And Dependability Special Aptitude - Housekeeping Work Work Practices Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.",,,2023-11-06T18:44:51.4270,CBSW-12191105-24-KKC,2024-09-27T23:59:59.9970
191,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759349900,Housekeeping Aid (Leader),Custodial Working,Veterans Health Administration,WL,2023-11-06T18:48:33.9430,2024-09-27T23:59:59.9970,"Honolulu, Hawaii",https://www.usajobs.gov:443/GetJob/ViewDetails/759349900?PostingChannelID=,"To qualify for this position, applicants must meet all requirements by the closing date of this announcement, 09/27/2024. Applicants will be rated in accordance with the OPM Federal Wage System Qualifications. For this position, the job element method is used to match what you, the applicant, can do against what the work calls for. Your knowledge, skills and abilities will be compared to the knowledge, skills and abilities (called job elements) needed for success. Your qualifications will first be evaluated against the prescribed screen out element (WG-2 and higher only; screen-outs are not applicable to WG-1). Applicants who appear to meet the screen out element are considered for further rating; those who do not are rated ineligible and are eliminated from consideration. The potential eligibles are rated against the remainder of the job elements. While a specific length of training and experience is not required, your responses to the questionnaire must be supported by detailed descriptions of your experience on your resume. You will be rated on the following Job Elements as part of the assessment questionnaire for this position: Customer Service Follow Directions Instruct Lead or Supervise Operation of Equipment/Machinery Technical Competence Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment. PHYSICAL EFFORT: The position demands continuous walking, standing, stooping, kneeling, pulling, and pushing. The work requires the occasional use of heavy powered cleaning equipment (e.g., wall washers, industrial type buffers) weighing over 50 pounds. The duties necessitate considerable dexterity, hand, foot, and eye coordination, and concentration as well as visual acuity to see dirt, dust and debris. WORKING CONDITIONS: Work is normally performed indoors with adequate heat, light, and ventilation. Some work may be performed outdoors where there may be exposed to varying degrees of heat and cold as well as inclement weather. PPE may be required in some circumstance as exposure to possible contagious diseases, blood and bloody secretion are inherent to this position. Care is required to avoid serious injuries (i.e., broken bones) when working on ladders, or when using 30-100-pound power equipment or handling hazardous materials.",,,2023-11-06T18:48:33.9430,CBSW-12190791-24-KKC,2024-09-27T23:59:59.9970
